Date,New Cases,Total Cases
2/21/20,0.0,12.0
2/22/20,0.0,12.0
2/23/20,0.0,12.0
2/24/20,0.0,12.0
2/25/20,2.0,14.0
2/26/20,4.0,18.0
2/27/20,20.0,38.0
2/28/20,19.0,57.0
2/29/20,43.0,100.0
3/1/20,30.0,130.0
3/2/20,61.0,191.0
3/3/20,21.0,212.0
3/4/20,73.0,285.0
3/5/20,138.0,423.0
3/6/20,190.0,613.0
3/7/20,325.0,938.0
3/8/20,177.0,1115.0
3/9/20,286.0,1401.0
3/10/20,372.0,1773.0
3/11/20,508.0,2281.0
3/12/20,0.0,2281.0
3/13/20,1380.0,3661.0
3/14/20,808.0,4469.0
3/15/20,30.0,4499.0
3/16/20,2134.0,6633.0
3/17/20,1019.0,7652.0
3/18/20,1391.0,9043.0
3/19/20,1828.0,10871.0
3/20/20,1741.0,12612.0
3/21/20,1670.0,14282.0
3/22/20,2251.0,16533.0
3/23/20,3323.0,19856.0
3/24/20,2198.0,22054.0
3/25/20,2913.0,24967.0
3/26/20,3889.0,28856.0
3/27/20,3753.0,32609.0
3/28/20,4553.0,37162.0
3/29/20,2599.0,39761.0
3/30/20,4268.0,44029.0
3/31/20,7550.0,51579.0
4/1/20,4783.0,56362.0
4/2/20,2042.0,58404.0
4/3/20,5184.0,63588.0
4/4/20,-17105.0,46483.0
4/5/20,816.0,47299.0
4/6/20,2635.0,49934.0
4/7/20,-3534.0,46400.0
4/8/20,3842.0,50242.0
4/9/20,3761.0,54003.0
4/10/20,1535.0,55538.0
4/11/20,1434.0,56972.0
4/12/20,50740.0,107712.0
4/13/20,3124.0,110836.0
4/14/20,17436.0,128272.0
4/15/20,3204.0,131476.0
4/16/20,12559.0,144035.0
4/17/20,1861.0,145896.0
4/18/20,3787.0,149683.0
4/19/20,1069.0,150752.0
4/20/20,2445.0,153197.0
4/21/20,2624.0,155821.0
4/22/20,1782.0,157603.0
4/23/20,-1722.0,155881.0
4/24/20,2772.0,158653.0
4/25/20,1642.0,160295.0
4/26/20,612.0,160907.0
4/27/20,3685.0,164592.0
4/28/20,3058.0,167650.0
4/29/20,-1457.0,166193.0
4/30/20,1133.0,167326.0
5/1/20,520.0,167846.0
5/2/20,791.0,168637.0
5/3/20,250.0,168887.0
5/4/20,518.0,169405.0
5/5/20,1062.0,170467.0
5/6/20,4129.0,174596.0
5/7/20,622.0,175218.0
5/8/20,525.0,175743.0
5/9/20,389.0,176132.0
5/10/20,206.0,176338.0
5/11/20,313.0,176651.0
5/12/20,679.0,177330.0
5/13/20,460.0,177790.0
5/14/20,563.0,178353.0
5/15/20,484.0,178837.0
5/16/20,303.0,179140.0
5/17/20,110.0,179250.0
5/18/20,400.0,179650.0
5/19/20,493.0,180143.0
5/20/20,356.0,180499.0
5/21/20,253.0,180752.0
5/22/20,692.0,181444.0
5/23/20,525.0,181969.0
5/24/20,-559.0,181410.0
5/25/20,274.0,181684.0
5/26/20,196.0,181880.0
5/27/20,138.0,182018.0
5/28/20,3282.0,185300.0
5/29/20,542.0,185842.0
5/30/20,1766.0,187608.0
5/31/20,209.0,187817.0
6/1/20,169.0,187986.0
6/2/20,-721.0,187265.0
6/3/20,-3250.0,184015.0
6/4/20,4271.0,188286.0
6/5/20,522.0,188808.0
6/6/20,522.0,189330.0
6/7/20,291.0,189621.0
6/8/20,161.0,189782.0
6/9/20,484.0,190266.0
6/10/20,477.0,190743.0
6/11/20,297.0,191040.0
6/12/20,639.0,191679.0
6/13/20,364.0,192043.0
6/14/20,274.0,192317.0
6/15/20,52.0,192369.0
6/16/20,546.0,192915.0
6/17/20,341.0,193256.0
6/18/20,320.0,193576.0
6/19/20,545.0,194121.0
6/20/20,414.0,194535.0
6/21/20,64.0,194599.0
6/22/20,94.0,194693.0
6/23/20,563.0,195256.0
6/24/20,0.0,195256.0
6/25/20,0.0,195256.0
6/26/20,1011.0,196267.0
6/27/20,254.0,196521.0
6/28/20,-410.0,196111.0
6/29/20,279.0,196390.0
6/30/20,164.0,196554.0
7/1/20,684.0,197238.0
7/2/20,353.0,197591.0
7/3/20,403.0,197994.0
7/4/20,0.0,197994.0
7/5/20,0.0,197994.0
7/6/20,856.0,198850.0
7/7/20,320.0,199170.0
7/8/20,529.0,199699.0
7/9/20,328.0,200027.0
7/10/20,542.0,200569.0
7/11/20,0.0,200569.0
7/12/20,0.0,200569.0
7/13/20,1186.0,201755.0
7/14/20,0.0,201755.0
7/15/20,628.0,202383.0
7/16/20,436.0,202819.0
7/17/20,697.0,203516.0
7/18/20,0.0,203516.0
7/19/20,0.0,203516.0
7/20/20,1792.0,205308.0
7/21/20,465.0,205773.0
7/22/20,868.0,206641.0
7/23/20,1009.0,207650.0
7/24/20,903.0,208553.0
7/25/20,0.0,208553.0
7/26/20,0.0,208553.0
7/27/20,2268.0,210821.0
7/28/20,516.0,211337.0
7/29/20,1339.0,212676.0
7/30/20,1251.0,213927.0
7/31/20,1208.0,215135.0
8/1/20,0.0,215135.0
8/2/20,0.0,215135.0
8/3/20,3216.0,218351.0
8/4/20,902.0,219253.0
8/5/20,1621.0,220874.0
8/6/20,1524.0,222398.0
8/7/20,2204.0,224602.0
8/8/20,0.0,224602.0
8/9/20,0.0,224602.0
8/10/20,4601.0,229203.0
8/11/20,1337.0,230540.0
8/12/20,2426.0,232966.0
8/13/20,2574.0,235540.0
8/14/20,2700.0,238240.0
8/15/20,3131.0,241371.0
8/16/20,2964.0,244335.0
8/17/20,426.0,244761.0
8/18/20,2060.0,246821.0
8/19/20,3718.0,250539.0
8/20/20,4675.0,255214.0
8/21/20,4503.0,259717.0
8/22/20,3412.0,263129.0
8/23/20,4460.0,267589.0
8/24/20,1863.0,269452.0
8/25/20,3191.0,272643.0
8/26/20,0.0,272643.0
8/27/20,11055.0,283698.0
8/28/20,7231.0,290929.0
8/29/20,5336.0,296265.0
8/30/20,5289.0,301554.0
8/31/20,2795.0,304349.0
9/1/20,4898.0,309247.0
9/2/20,6800.0,316047.0
9/3/20,6888.0,322935.0
9/4/20,8643.0,331578.0
9/5/20,8435.0,340013.0
9/6/20,6908.0,346921.0
9/7/20,4096.0,351017.0
9/8/20,6456.0,357473.0
9/9/20,7552.0,365025.0
9/10/20,9561.0,374586.0
9/11/20,9268.0,383854.0
9/12/20,10416.0,394270.0
9/13/20,6263.0,400533.0
9/14/20,6076.0,406609.0
9/15/20,7587.0,414196.0
9/16/20,9728.0,423924.0
9/17/20,9947.0,433871.0
9/18/20,13090.0,446961.0
9/19/20,13367.0,460328.0
9/20/20,10536.0,470864.0
9/21/20,5298.0,476162.0
9/22/20,9767.0,485929.0
9/23/20,11985.0,497914.0
9/24/20,15818.0,513732.0
9/25/20,15769.0,529501.0
9/26/20,14187.0,543688.0
9/27/20,10616.0,554304.0
9/28/20,4070.0,558374.0
9/29/20,7822.0,566196.0
9/30/20,12573.0,578769.0
10/1/20,13014.0,591783.0
10/2/20,12137.0,603920.0
10/3/20,16410.0,620330.0
10/4/20,12504.0,632834.0
10/5/20,5084.0,637918.0
10/6/20,10198.0,648116.0
10/7/20,18733.0,666849.0
10/8/20,17315.0,684164.0
10/9/20,20314.0,704478.0
10/10/20,26677.0,731155.0
10/11/20,15937.0,747092.0
10/12/20,8505.0,755597.0
10/13/20,12783.0,768380.0
10/14/20,22579.0,790959.0
10/15/20,29726.0,820685.0
10/16/20,25055.0,845740.0
10/17/20,32100.0,877840.0
10/18/20,29837.0,907677.0
10/19/20,13240.0,920917.0
10/20/20,20169.0,941086.0
10/21/20,26632.0,967718.0
10/22/20,40766.0,1008484.0
10/23/20,41985.0,1050469.0
10/24/20,45240.0,1095709.0
10/25/20,6554.0,1102263.0
10/26/20,72017.0,1174280.0
10/27/20,33151.0,1207431.0
10/28/20,36425.0,1243856.0
10/29/20,46591.0,1290447.0
10/30/20,49194.0,1339641.0
10/31/20,35051.0,1374692.0
11/1/20,46179.0,1420871.0
11/2/20,104314.0,1525185.0
11/3/20,71955.0,1597140.0
11/4/20,-47301.0,1549839.0
11/5/20,57309.0,1607148.0
11/6/20,60457.0,1667605.0
11/7/20,86598.0,1754203.0
11/8/20,38562.0,1792765.0
11/9/20,20155.0,1812920.0
11/10/20,21596.0,1834516.0
11/11/20,35865.0,1870381.0
11/12/20,32264.0,1902645.0
11/13/20,23670.0,1926315.0
11/14/20,31921.0,1958236.0
11/15/20,27192.0,1985428.0
11/16/20,9301.0,1994729.0
11/17/20,45211.0,2039940.0
11/18/20,28359.0,2068299.0
11/19/20,20487.0,2088786.0
11/20/20,22862.0,2111648.0
11/21/20,17641.0,2129289.0
11/22/20,13130.0,2142419.0
11/23/20,4452.0,2146871.0
11/24/20,8853.0,2155724.0
11/25/20,16246.0,2171970.0
11/26/20,12879.0,2184849.0
11/27/20,12437.0,2197286.0
11/28/20,12456.0,2209742.0
11/29/20,9763.0,2219505.0
11/30/20,3891.0,2223396.0
12/1/20,7951.0,2231347.0
12/2/20,13980.0,2245327.0
12/3/20,12570.0,2257897.0
12/4/20,11186.0,2269083.0
12/5/20,12809.0,2281892.0
12/6/20,10949.0,2292841.0
12/7/20,3411.0,2296252.0
12/8/20,13511.0,2309763.0
12/9/20,14540.0,2324303.0
12/10/20,13294.0,2337597.0
12/11/20,13329.0,2350926.0
12/12/20,13817.0,2364743.0
12/13/20,11488.0,2376231.0
12/14/20,3063.0,2379294.0
12/15/20,11129.0,2390423.0
12/16/20,17564.0,2407987.0
12/17/20,18080.0,2426067.0
12/18/20,15674.0,2441741.0
12/19/20,17102.0,2458843.0
12/20/20,12619.0,2471462.0
12/21/20,5797.0,2477259.0
12/22/20,11634.0,2488893.0
12/23/20,14804.0,2503697.0
12/24/20,21541.0,2525238.0
12/25/20,20124.0,2545362.0
12/26/20,3030.0,2548392.0
12/27/20,8233.0,2556625.0
