ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
2020-03-17,5874.39839048042,-51967.02822438964,69282.26406576423,5874.39839048042,5874.39839048042,-3166.5600830659564,-3166.5600830659564,-3166.5600830659564,-3166.5600830659564,-3166.5600830659564,-3166.5600830659564,0.0,0.0,0.0,2707.8383074144635,2015.0
2020-03-18,6136.15924745524,-30840.033390738197,53670.80220146158,6136.15924745524,6136.15924745524,722.6113223201079,722.6113223201079,722.6113223201079,722.6113223201079,722.6113223201079,722.6113223201079,0.0,0.0,0.0,6858.770569775348,2133.0
2020-03-19,6397.920104430061,-29201.609333273143,64603.3396027364,6397.920104430061,6397.920104430061,16363.434287204376,16363.434287204376,16363.434287204376,16363.434287204376,16363.434287204376,16363.434287204376,0.0,0.0,0.0,22761.354391634435,2158.0
2020-03-20,6659.681016038208,-70573.41648347428,70416.68863536826,6659.681016038208,6659.681016038208,-19.261126397576287,-19.261126397576287,-19.261126397576287,-19.261126397576287,-19.261126397576287,-19.261126397576287,0.0,0.0,0.0,6640.419889640632,2697.0
2020-03-21,6921.4419276463595,-34266.811388968206,54252.0811886299,6921.4419276463595,6921.4419276463595,-1649.4229586568379,-1649.4229586568379,-1649.4229586568379,-1649.4229586568379,-1649.4229586568379,-1649.4229586568379,0.0,0.0,0.0,5272.018968989521,2565.0
2020-03-22,7183.202839254511,-50336.99945786295,58976.04753612965,7183.202839254511,7183.202839254511,-4246.297728827392,-4246.297728827392,-4246.297728827392,-4246.297728827392,-4246.297728827392,-4246.297728827392,0.0,0.0,0.0,2936.9051104271184,3257.0
2020-03-23,7444.963750862662,-62680.54595986276,52336.25379154749,7444.963750862662,7444.963750862662,-8004.503712549258,-8004.503712549258,-8004.503712549258,-8004.503712549258,-8004.503712549258,-8004.503712549258,0.0,0.0,0.0,-559.5399616865961,3080.0
2020-03-24,7706.724662470812,-60521.32310622288,56234.14583378046,7706.724662470812,7706.724662470812,-3166.560083033986,-3166.560083033986,-3166.560083033986,-3166.560083033986,-3166.560083033986,-3166.560083033986,0.0,0.0,0.0,4540.164579436827,3641.0
2020-03-25,7968.4855740789635,-45565.512392220146,74176.85379075918,7968.4855740789635,7968.4855740789635,722.6113222742379,722.6113222742379,722.6113222742379,722.6113222742379,722.6113222742379,722.6113222742379,0.0,0.0,0.0,8691.096896353201,5420.0
2020-03-26,8230.246485687114,-30923.881847208548,80418.8396847833,8230.246485687114,8230.246485687114,16363.434287197722,16363.434287197722,16363.434287197722,16363.434287197722,16363.434287197722,16363.434287197722,0.0,0.0,0.0,24593.680772884836,5734.0
2020-03-27,8492.007397295265,-49240.384016841,60645.25786175758,8492.007397295265,8492.007397295265,-19.261126401839075,-19.261126401839075,-19.261126401839075,-19.261126401839075,-19.261126401839075,-19.261126401839075,0.0,0.0,0.0,8472.746270893425,7101.0
2020-03-28,8753.768308903416,-51455.51646177575,45483.115229157585,8753.768308903416,8753.768308903416,-1649.422958637124,-1649.422958637124,-1649.422958637124,-1649.422958637124,-1649.422958637124,-1649.422958637124,0.0,0.0,0.0,7104.345350266292,7204.0
2020-03-29,9015.529220511567,-38884.26025431025,65485.36995613859,9015.529220511567,9015.529220511567,-4246.297728820042,-4246.297728820042,-4246.297728820042,-4246.297728820042,-4246.297728820042,-4246.297728820042,0.0,0.0,0.0,4769.231491691526,7223.0
2020-03-30,9277.290132119715,-47619.789772701646,48865.88422672498,9277.290132119715,9277.290132119715,-8004.503712528726,-8004.503712528726,-8004.503712528726,-8004.503712528726,-8004.503712528726,-8004.503712528726,0.0,0.0,0.0,1272.7864195909888,7270.0
2020-03-31,9540.661667216917,-38168.90243180018,74381.1862497273,9540.661667216917,9540.661667216917,-3166.560083071818,-3166.560083071818,-3166.560083071818,-3166.560083071818,-3166.560083071818,-3166.560083071818,0.0,0.0,0.0,6374.101584145099,10589.0
2020-04-01,9804.03320231412,-56120.51603190601,68869.04031601762,9804.03320231412,9804.03320231412,722.6113222816603,722.6113222816603,722.6113222816603,722.6113222816603,722.6113222816603,722.6113222816603,0.0,0.0,0.0,10526.64452459578,8756.0
2020-04-02,10067.404737411322,-28186.64207518846,69393.63133588865,10067.404737411322,10067.404737411322,16363.43428720003,16363.43428720003,16363.43428720003,16363.43428720003,16363.43428720003,16363.43428720003,0.0,0.0,0.0,26430.839024611352,9254.0
2020-04-03,10330.776272508521,-38422.645953597195,76685.54412957771,10330.776272508521,10330.776272508521,-19.261126424079702,-19.261126424079702,-19.261126424079702,-19.261126424079702,-19.261126424079702,-19.261126424079702,0.0,0.0,0.0,10311.51514608444,8832.0
2020-04-04,10594.147807605723,-49131.51277456273,56237.22484949408,10594.147807605723,10594.147807605723,-1649.4229586630815,-1649.4229586630815,-1649.4229586630815,-1649.4229586630815,-1649.4229586630815,-1649.4229586630815,0.0,0.0,0.0,8944.724848942642,9065.0
2020-04-05,10857.519342702923,-57180.56036318316,51604.81055532866,10857.519342702923,10857.519342702923,-4246.297728812663,-4246.297728812663,-4246.297728812663,-4246.297728812663,-4246.297728812663,-4246.297728812663,0.0,0.0,0.0,6611.2216138902595,9983.0
2020-04-06,11120.890877800124,-47240.929035344605,62294.667423434854,11120.890877800124,11120.890877800124,-8004.50371256884,-8004.50371256884,-8004.50371256884,-8004.50371256884,-8004.50371256884,-8004.50371256884,0.0,0.0,0.0,3116.3871652312846,10103.0
2020-04-07,11384.262412897328,-45938.586782504804,51655.43989669723,11384.262412897328,11384.262412897328,-3166.5600830621684,-3166.5600830621684,-3166.5600830621684,-3166.5600830621684,-3166.5600830621684,-3166.5600830621684,0.0,0.0,0.0,8217.70232983516,9589.0
2020-04-08,11647.633947994527,-36765.496465656724,58375.27635281919,11647.633947994527,11647.633947994527,722.611322298984,722.611322298984,722.611322298984,722.611322298984,722.611322298984,722.611322298984,0.0,0.0,0.0,12370.245270293512,10094.0
2020-04-09,11911.005483091729,-32665.17176099973,77883.92407312492,11911.005483091729,11911.005483091729,16363.434287197859,16363.434287197859,16363.434287197859,16363.434287197859,16363.434287197859,16363.434287197859,0.0,0.0,0.0,28274.439770289588,10276.0
2020-04-10,12174.377018188929,-46372.03057849354,71026.72978499324,12174.377018188929,12174.377018188929,-19.26112644631954,-19.26112644631954,-19.26112644631954,-19.26112644631954,-19.26112644631954,-19.26112644631954,0.0,0.0,0.0,12155.11589174261,11228.0
2020-04-11,12478.549022600257,-56587.57619786136,75855.0036812622,12478.549022600257,12478.549022600257,-1649.4229586433676,-1649.4229586433676,-1649.4229586433676,-1649.4229586433676,-1649.4229586433676,-1649.4229586433676,0.0,0.0,0.0,10829.12606395689,12028.0
2020-04-12,12782.721027011583,-52766.54359841071,68712.53732169737,12782.721027011583,12782.721027011583,-4246.297728805311,-4246.297728805311,-4246.297728805311,-4246.297728805311,-4246.297728805311,-4246.297728805311,0.0,0.0,0.0,8536.423298206271,11682.0
2020-04-13,13086.893031422907,-39150.00893816288,66282.95356254291,13086.893031422907,13086.893031422907,-8004.503712548308,-8004.503712548308,-8004.503712548308,-8004.503712548308,-8004.503712548308,-8004.503712548308,0.0,0.0,0.0,5082.3893188746,11592.0
2020-04-14,13391.065035834232,-50064.23885484073,70305.22293031038,13391.065035834232,13391.065035834232,-3166.560083052519,-3166.560083052519,-3166.560083052519,-3166.560083052519,-3166.560083052519,-3166.560083052519,0.0,0.0,0.0,10224.504952781714,11497.0
2020-04-15,13695.23704024556,-37081.97156609186,70439.19292022941,13695.23704024556,13695.23704024556,722.6113223064073,722.6113223064073,722.6113223064073,722.6113223064073,722.6113223064073,722.6113223064073,0.0,0.0,0.0,14417.848362551968,11498.0
2020-04-16,13999.409044656886,-29437.015430740394,89123.43691607461,13999.409044656886,13999.409044656886,16363.434287202033,16363.434287202033,16363.434287202033,16363.434287202033,16363.434287202033,16363.434287202033,0.0,0.0,0.0,30362.84333185892,12419.0
2020-04-17,14303.581049068212,-43540.18098853784,66616.93936753554,14303.581049068212,14303.581049068212,-19.26112643260607,-19.26112643260607,-19.26112643260607,-19.26112643260607,-19.26112643260607,-19.26112643260607,0.0,0.0,0.0,14284.319922635606,12831.0
2020-04-18,14607.75305347954,-36610.08240668467,74309.28547378106,14607.75305347954,14607.75305347954,-1649.4229586794743,-1649.4229586794743,-1649.4229586794743,-1649.4229586794743,-1649.4229586794743,-1649.4229586794743,0.0,0.0,0.0,12958.330094800067,12201.0
2020-04-19,14911.925057890861,-45591.18361236819,63779.428654589305,14911.925057890861,14911.925057890861,-4246.2977288302745,-4246.2977288302745,-4246.2977288302745,-4246.2977288302745,-4246.2977288302745,-4246.2977288302745,0.0,0.0,0.0,10665.627329060586,12303.0
2020-04-20,15216.09706230219,-46949.21460816587,63026.958493375474,15216.09706230219,15216.09706230219,-8004.503712558099,-8004.503712558099,-8004.503712558099,-8004.503712558099,-8004.503712558099,-8004.503712558099,0.0,0.0,0.0,7211.59334974409,14081.0
2020-04-21,15520.269066713512,-44451.108623862674,61956.36561645463,15520.269066713512,15520.269066713512,-3166.5600830680296,-3166.5600830680296,-3166.5600830680296,-3166.5600830680296,-3166.5600830680296,-3166.5600830680296,0.0,0.0,0.0,12353.708983645483,13681.0
2020-04-22,15824.44107112484,-28347.11252052451,69884.44798859286,15824.44107112484,15824.44107112484,722.6113223237298,722.6113223237298,722.6113223237298,722.6113223237298,722.6113223237298,722.6113223237298,0.0,0.0,0.0,16547.05239344857,12231.0
2020-04-23,16205.132088728249,-28246.956311310965,93174.63303481405,16205.132088728249,16205.132088728249,16363.434287199863,16363.434287199863,16363.434287199863,16363.434287199863,16363.434287199863,16363.434287199863,0.0,0.0,0.0,32568.566375928112,12835.0
2020-04-24,16585.82310633167,-43702.75669809004,54435.6764874192,16585.82310633167,16585.82310633167,-19.261126454845908,-19.261126454845908,-19.261126454845908,-19.261126454845908,-19.261126454845908,-19.261126454845908,0.0,0.0,0.0,16566.561979876824,13007.0
2020-04-25,16966.51412393508,-42334.37776347137,73988.7917702834,16966.51412393508,16966.51412393508,-1649.4229586597605,-1649.4229586597605,-1649.4229586597605,-1649.4229586597605,-1649.4229586597605,-1649.4229586597605,0.0,0.0,0.0,15317.09116527532,12014.0
2020-04-26,17347.205141538503,-35857.75500323406,74889.14923942139,17347.205141538503,17347.205141538503,-4246.297728822923,-4246.297728822923,-4246.297728822923,-4246.297728822923,-4246.297728822923,-4246.297728822923,0.0,0.0,0.0,13100.90741271558,11605.0
2020-04-27,17727.896159141917,-50096.55873481808,71159.30904308365,17727.896159141917,17727.896159141917,-8004.503712551981,-8004.503712551981,-8004.503712551981,-8004.503712551981,-8004.503712551981,-8004.503712551981,0.0,0.0,0.0,9723.392446589936,11013.0
2020-04-28,18108.587176745325,-31553.299406101705,74578.47868192113,18108.587176745325,18108.587176745325,-3166.560083058379,-3166.560083058379,-3166.560083058379,-3166.560083058379,-3166.560083058379,-3166.560083058379,0.0,0.0,0.0,14942.027093686946,12000.0
2020-04-29,18489.278194348746,-34534.88167180988,75123.12568602322,18489.278194348746,18489.278194348746,722.6113223212519,722.6113223212519,722.6113223212519,722.6113223212519,722.6113223212519,722.6113223212519,0.0,0.0,0.0,19211.88951667,12990.0
2020-04-30,18869.969211952164,651.6521828014097,95233.04225198845,18869.969211952164,18869.969211952164,16363.434287202172,16363.434287202172,16363.434287202172,16363.434287202172,16363.434287202172,16363.434287202172,0.0,0.0,0.0,35233.40349915434,12915.0
2020-05-01,19250.66022955558,-41686.286557051266,78241.32260787796,19250.66022955558,19250.66022955558,-19.26112639511554,-19.26112639511554,-19.26112639511554,-19.26112639511554,-19.26112639511554,-19.26112639511554,0.0,0.0,0.0,19231.399103160464,13378.0
2020-05-02,19631.351247158993,-34160.21124525065,68602.8810204055,19631.351247158993,19631.351247158993,-1649.4229586578076,-1649.4229586578076,-1649.4229586578076,-1649.4229586578076,-1649.4229586578076,-1649.4229586578076,0.0,0.0,0.0,17981.928288501185,12166.0
2020-05-03,20012.042264762415,-33002.12780277524,78965.42261285249,20012.042264762415,20012.042264762415,-4246.29772884789,-4246.29772884789,-4246.29772884789,-4246.29772884789,-4246.29772884789,-4246.29772884789,0.0,0.0,0.0,15765.744535914524,12420.0
2020-05-04,20488.58918488108,-57850.73915542712,67849.42186285739,20488.58918488108,20488.58918488108,-8004.503712561773,-8004.503712561773,-8004.503712561773,-8004.503712561773,-8004.503712561773,-8004.503712561773,0.0,0.0,0.0,12484.085472319306,14019.0
2020-05-05,20965.136104999758,-31514.889788922428,79729.8443336973,20965.136104999758,20965.136104999758,-3166.5600830487297,-3166.5600830487297,-3166.5600830487297,-3166.5600830487297,-3166.5600830487297,-3166.5600830487297,0.0,0.0,0.0,17798.576021951027,14929.0
2020-05-06,21441.683025118422,-31324.184403779465,85323.88241815573,21441.683025118422,21441.683025118422,722.6113223385748,722.6113223385748,722.6113223385748,722.6113223385748,722.6113223385748,722.6113223385748,0.0,0.0,0.0,22164.294347457,16010.0
2020-05-07,21918.2299452371,-10392.892121964956,85630.42135639278,21918.2299452371,21918.2299452371,16363.434287199996,16363.434287199996,16363.434287199996,16363.434287199996,16363.434287199996,16363.434287199996,0.0,0.0,0.0,38281.6642324371,15678.0
2020-05-08,22394.776865355765,-35065.7576642039,78520.63771181757,22394.776865355765,22394.776865355765,-19.26112641735459,-19.26112641735459,-19.26112641735459,-19.26112641735459,-19.26112641735459,-19.26112641735459,0.0,0.0,0.0,22375.51573893841,16806.0
2020-05-09,22871.32378547444,-38884.631042088644,58535.762053985614,22871.32378547444,22871.32378547444,-1649.4229586660038,-1649.4229586660038,-1649.4229586660038,-1649.4229586660038,-1649.4229586660038,-1649.4229586660038,0.0,0.0,0.0,21221.900826808436,15140.0
2020-05-10,23347.870705593105,-41959.880402587,60582.631354039266,23347.870705593105,23347.870705593105,-4246.29772880822,-4246.29772880822,-4246.29772880822,-4246.29772880822,-4246.29772880822,-4246.29772880822,0.0,0.0,0.0,19101.572976784882,18492.0
2020-05-11,23824.417625711783,-45224.85908406424,62376.35097328967,23824.417625711783,23824.417625711783,-8004.503712541241,-8004.503712541241,-8004.503712541241,-8004.503712541241,-8004.503712541241,-8004.503712541241,0.0,0.0,0.0,15819.913913170541,16562.0
2020-05-12,24300.964545830448,-40198.36911306662,79003.44344111689,24300.964545830448,24300.964545830448,-3166.560083061402,-3166.560083061402,-3166.560083061402,-3166.560083061402,-3166.560083061402,-3166.560083061402,0.0,0.0,0.0,21134.404462769045,17043.0
2020-05-13,24777.511465949126,-30571.956452348357,75923.02641055842,24777.511465949126,24777.511465949126,722.6113222927055,722.6113222927055,722.6113222927055,722.6113222927055,722.6113222927055,722.6113222927055,0.0,0.0,0.0,25500.12278824183,16979.0
2020-05-14,25254.05838606779,-15958.717603765072,107463.95856879672,25254.05838606779,25254.05838606779,16363.434287202304,16363.434287202304,16363.434287202304,16363.434287202304,16363.434287202304,16363.434287202304,0.0,0.0,0.0,41617.4926732701,20622.0
2020-05-15,25825.55640876046,-29851.702071728214,77392.01338222186,25825.55640876046,25825.55640876046,-19.261126421618165,-19.261126421618165,-19.261126421618165,-19.261126421618165,-19.261126421618165,-19.261126421618165,0.0,0.0,0.0,25806.295282338844,17781.0
2020-05-16,26397.054431453147,-24159.107089020206,86252.06638455305,26397.054431453147,26397.054431453147,-1649.4229586742006,-1649.4229586742006,-1649.4229586742006,-1649.4229586742006,-1649.4229586742006,-1649.4229586742006,0.0,0.0,0.0,24747.631472778947,19778.0
2020-05-17,26968.552454145833,-35118.60333247756,78967.9833941481,26968.552454145833,26968.552454145833,-4246.297728833188,-4246.297728833188,-4246.297728833188,-4246.297728833188,-4246.297728833188,-4246.297728833188,0.0,0.0,0.0,22722.254725312647,20808.0
2020-05-18,27540.050476838518,-22075.700785492012,69623.15038082957,27540.050476838518,27540.050476838518,-8004.503712565446,-8004.503712565446,-8004.503712565446,-8004.503712565446,-8004.503712565446,-8004.503712565446,0.0,0.0,0.0,19535.546764273073,20665.0
2020-05-19,28111.54849953119,-34234.95974815705,78050.52776247218,28111.54849953119,28111.54849953119,-3166.560083074073,-3166.560083074073,-3166.560083074073,-3166.560083074073,-3166.560083074073,-3166.560083074073,0.0,0.0,0.0,24944.988416457116,22171.0
2020-05-20,28683.046522223885,-28215.93498377267,100533.06735491636,28683.046522223885,28683.046522223885,722.6113223001281,722.6113223001281,722.6113223001281,722.6113223001281,722.6113223001281,722.6113223001281,0.0,0.0,0.0,29405.657844524012,22601.0
2020-05-21,29254.544544916556,-9515.19544666668,107263.8823641039,29254.544544916556,29254.544544916556,16363.43428719565,16363.43428719565,16363.43428719565,16363.43428719565,16363.43428719565,16363.43428719565,0.0,0.0,0.0,45617.9788321122,24252.0
2020-05-22,29826.04256760924,-29838.440221824723,71754.07534824676,29826.04256760924,29826.04256760924,-19.261126425881745,-19.261126425881745,-19.261126425881745,-19.261126425881745,-19.261126425881745,-19.261126425881745,0.0,0.0,0.0,29806.78144118336,24229.0
2020-05-23,30397.540590301913,-20295.735220440165,85284.42986188071,30397.540590301913,30397.540590301913,-1649.422958654486,-1649.422958654486,-1649.422958654486,-1649.422958654486,-1649.422958654486,-1649.422958654486,0.0,0.0,0.0,28748.117631647427,24391.0
2020-05-24,30969.038612994613,-33568.21138307235,90426.23621574431,30969.038612994613,30969.038612994613,-4246.297728825807,-4246.297728825807,-4246.297728825807,-4246.297728825807,-4246.297728825807,-4246.297728825807,0.0,0.0,0.0,26722.740884168805,24067.0
2020-05-25,31540.536635687284,-23530.75243080977,80905.00624590277,31540.536635687284,31540.536635687284,-8004.503712544914,-8004.503712544914,-8004.503712544914,-8004.503712544914,-8004.503712544914,-8004.503712544914,0.0,0.0,0.0,23536.032923142368,21809.0
2020-05-26,32112.03465837997,-21812.030047106575,96425.10205818994,32112.03465837997,32112.03465837997,-3166.5600830644235,-3166.5600830644235,-3166.5600830644235,-3166.5600830644235,-3166.5600830644235,-3166.5600830644235,0.0,0.0,0.0,28945.474575315544,20304.0
2020-05-27,32751.776780159656,-28238.46807565689,85493.92708190592,32751.776780159656,32751.776780159656,722.6113223075513,722.6113223075513,722.6113223075513,722.6113223075513,722.6113223075513,722.6113223075513,0.0,0.0,0.0,33474.38810246721,23869.0
2020-05-28,33391.518901939344,-2850.712074819768,95622.21557980061,33391.518901939344,33391.518901939344,16363.434287199825,16363.434287199825,16363.434287199825,16363.434287199825,16363.434287199825,16363.434287199825,0.0,0.0,0.0,49754.95318913917,25937.0
2020-05-29,34031.26102371903,-24984.23493578755,84026.1745512367,34031.26102371903,34031.26102371903,-19.261126384129213,-19.261126384129213,-19.261126384129213,-19.261126384129213,-19.261126384129213,-19.261126384129213,0.0,0.0,0.0,34011.9998973349,28859.0
2020-05-30,34671.00314549871,-23043.10235376297,89938.11805680298,34671.00314549871,34671.00314549871,-1649.4229586347722,-1649.4229586347722,-1649.4229586347722,-1649.4229586347722,-1649.4229586347722,-1649.4229586347722,0.0,0.0,0.0,33021.58018686394,27575.0
2020-05-31,35310.7452672784,-36753.66158879446,77909.09824132825,35310.7452672784,35310.7452672784,-4246.297728818455,-4246.297728818455,-4246.297728818455,-4246.297728818455,-4246.297728818455,-4246.297728818455,0.0,0.0,0.0,31064.447538459943,29206.0
2020-06-01,35950.487389058086,-25380.176587496433,93119.3137835998,35950.487389058086,35950.487389058086,-8004.503712585028,-8004.503712585028,-8004.503712585028,-8004.503712585028,-8004.503712585028,-8004.503712585028,0.0,0.0,0.0,27945.983676473057,28133.0
2020-06-02,36590.22951083777,-28346.8757159007,71708.19433506423,36590.22951083777,36590.22951083777,-3166.5600830547737,-3166.5600830547737,-3166.5600830547737,-3166.5600830547737,-3166.5600830547737,-3166.5600830547737,0.0,0.0,0.0,33423.669427782996,30566.0
2020-06-03,37229.97163261746,-29614.25355356814,97245.48514448079,37229.97163261746,37229.97163261746,722.6113223248742,722.6113223248742,722.6113223248742,722.6113223248742,722.6113223248742,722.6113223248742,0.0,0.0,0.0,37952.582954942336,33405.0
2020-06-04,37869.71375439715,-13804.091245494788,97157.95687809502,37869.71375439715,37869.71375439715,16363.434287197653,16363.434287197653,16363.434287197653,16363.434287197653,16363.434287197653,16363.434287197653,0.0,0.0,0.0,54233.1480415948,32151.0
2020-06-05,38509.455876176835,-33454.51649600373,100341.40272625138,38509.455876176835,38509.455876176835,-19.261126406367474,-19.261126406367474,-19.261126406367474,-19.261126406367474,-19.261126406367474,-19.261126406367474,0.0,0.0,0.0,38490.19474977047,33116.0
2020-06-06,39149.19799795652,-23844.727413238415,96279.31564060824,39149.19799795652,39149.19799795652,-1649.4229586429678,-1649.4229586429678,-1649.4229586429678,-1649.4229586429678,-1649.4229586429678,-1649.4229586429678,0.0,0.0,0.0,37499.77503931356,34441.0
2020-06-07,39808.98662485892,-20647.83360313476,96613.72682693476,39808.98662485892,39808.98662485892,-4246.297728811103,-4246.297728811103,-4246.297728811103,-4246.297728811103,-4246.297728811103,-4246.297728811103,0.0,0.0,0.0,35562.68889604781,34598.0
2020-06-08,40468.77525176132,-17875.615037787546,89778.88666865262,40468.77525176132,40468.77525176132,-8004.503712564498,-8004.503712564498,-8004.503712564498,-8004.503712564498,-8004.503712564498,-8004.503712564498,0.0,0.0,0.0,32464.271539196823,31150.0
2020-06-09,41128.56387866372,-12123.60536374463,79600.40284081352,41128.56387866372,41128.56387866372,-3166.560083070285,-3166.560083070285,-3166.560083070285,-3166.560083070285,-3166.560083070285,-3166.560083070285,0.0,0.0,0.0,37962.00379559344,33726.0
2020-06-10,41788.35250556612,-14315.692011120083,103781.24528984915,41788.35250556612,41788.35250556612,722.6113223421971,722.6113223421971,722.6113223421971,722.6113223421971,722.6113223421971,722.6113223421971,0.0,0.0,0.0,42510.96382790832,36772.0
2020-06-11,42448.14113246852,11662.517298730645,102118.0109712908,42448.14113246852,42448.14113246852,16363.434287199965,16363.434287199965,16363.434287199965,16363.434287199965,16363.434287199965,16363.434287199965,0.0,0.0,0.0,58811.57541966849,37849.0
2020-06-12,43107.92975937092,-19703.545138608246,97083.65339614371,43107.92975937092,43107.92975937092,-19.26112639265479,-19.26112639265479,-19.26112639265479,-19.26112639265479,-19.26112639265479,-19.26112639265479,0.0,0.0,0.0,43088.66863297827,32693.0
2020-06-13,43767.71838627332,-13755.076901149256,105567.9230526513,43767.71838627332,43767.71838627332,-1649.4229586511638,-1649.4229586511638,-1649.4229586511638,-1649.4229586511638,-1649.4229586511638,-1649.4229586511638,0.0,0.0,0.0,42118.29542762216,38929.0
2020-06-14,44427.50701317572,-8793.708244377982,99124.46164916722,44427.50701317572,44427.50701317572,-4246.297728803726,-4246.297728803726,-4246.297728803726,-4246.297728803726,-4246.297728803726,-4246.297728803726,0.0,0.0,0.0,40181.20928437199,44961.0
2020-06-15,45087.29564007812,-2188.715943048592,95627.38832617593,45087.29564007812,45087.29564007812,-8004.5037125742865,-8004.5037125742865,-8004.5037125742865,-8004.5037125742865,-8004.5037125742865,-8004.5037125742865,0.0,0.0,0.0,37082.79192750383,37285.0
2020-06-16,45747.084266980506,-14360.950016928562,101293.34002615725,45747.084266980506,45747.084266980506,-3166.5600830829567,-3166.5600830829567,-3166.5600830829567,-3166.5600830829567,-3166.5600830829567,-3166.5600830829567,0.0,0.0,0.0,42580.52418389755,37863.0
2020-06-17,46406.87289388292,-16369.398524206243,111487.65169418958,46406.87289388292,46406.87289388292,722.6113223496212,722.6113223496212,722.6113223496212,722.6113223496212,722.6113223496212,722.6113223496212,0.0,0.0,0.0,47129.484216232544,41703.0
2020-06-18,47066.66164278618,5793.197118482994,113902.57421161469,47066.66164278618,47066.66164278618,16363.43428719779,16363.43428719779,16363.43428719779,16363.43428719779,16363.43428719779,16363.43428719779,0.0,0.0,0.0,63430.095929983974,40936.0
2020-06-19,47726.45039168946,2140.4007308983137,96113.05147328199,47726.45039168946,47726.45039168946,-19.26112641489591,-19.26112641489591,-19.26112641489591,-19.26112641489591,-19.26112641489591,-19.26112641489591,0.0,0.0,0.0,47707.18926527457,43051.0
2020-06-20,48386.239140592734,-12619.25863003926,103294.11823068935,48386.239140592734,48386.239140592734,-1649.4229586492115,-1649.4229586492115,-1649.4229586492115,-1649.4229586492115,-1649.4229586492115,-1649.4229586492115,0.0,0.0,0.0,46736.81618194352,41783.0
2020-06-21,49046.027889496014,-13217.492877517165,110327.26466916046,49046.027889496014,49046.027889496014,-4246.297728796373,-4246.297728796373,-4246.297728796373,-4246.297728796373,-4246.297728796373,-4246.297728796373,0.0,0.0,0.0,44799.73016069964,39878.0
2020-06-22,49705.81663839927,-3880.078654966471,105563.02899777489,49705.81663839927,49705.81663839927,-8004.5037125537565,-8004.5037125537565,-8004.5037125537565,-8004.5037125537565,-8004.5037125537565,-8004.5037125537565,0.0,0.0,0.0,41701.312925845516,40567.0
2020-06-23,50365.60538730255,-10347.81644611022,108337.19069160806,50365.60538730255,50365.60538730255,-3166.5600830509848,-3166.5600830509848,-3166.5600830509848,-3166.5600830509848,-3166.5600830509848,-3166.5600830509848,0.0,0.0,0.0,47199.045304251566,42399.0
2020-06-24,51025.39413620582,-3182.4896903472777,109034.76068725946,51025.39413620582,51025.39413620582,722.6113223570437,722.6113223570437,722.6113223570437,722.6113223570437,722.6113223570437,722.6113223570437,0.0,0.0,0.0,51748.00545856286,43822.0
2020-06-25,51685.1828851091,6398.594187564005,121184.49896600943,51685.1828851091,51685.1828851091,16363.434287201968,16363.434287201968,16363.434287201968,16363.434287201968,16363.434287201968,16363.434287201968,0.0,0.0,0.0,68048.61717231106,44333.0
2020-06-26,52344.971634012356,-220.3748657456611,108755.51326901485,52344.971634012356,52344.971634012356,-19.261126419157907,-19.261126419157907,-19.261126419157907,-19.261126419157907,-19.261126419157907,-19.261126419157907,0.0,0.0,0.0,52325.7105075932,46175.0
2020-06-27,53004.760382915636,3950.7695713199946,100707.73584664924,53004.760382915636,53004.760382915636,-1649.4229586294978,-1649.4229586294978,-1649.4229586294978,-1649.4229586294978,-1649.4229586294978,-1649.4229586294978,0.0,0.0,0.0,51355.33742428614,46469.0
2020-06-28,53664.54913181889,-15443.752438465102,109661.7318616941,53664.54913181889,53664.54913181889,-4246.297728821338,-4246.297728821338,-4246.297728821338,-4246.297728821338,-4246.297728821338,-4246.297728821338,0.0,0.0,0.0,49418.25140299755,46979.0
2020-06-29,54324.33787943003,-6549.937968629188,101668.16992319479,54324.33787943003,54324.33787943003,-8004.503712563548,-8004.503712563548,-8004.503712563548,-8004.503712563548,-8004.503712563548,-8004.503712563548,0.0,0.0,0.0,46319.83416686648,44463.0
2020-06-30,54984.126627041165,5944.9675103079635,102251.07432345685,54984.126627041165,54984.126627041165,-3166.560083063657,-3166.560083063657,-3166.560083063657,-3166.560083063657,-3166.560083063657,-3166.560083063657,0.0,0.0,0.0,51817.56654397751,46548.0
2020-07-01,55643.91537465231,-7632.690995235612,114960.36581497086,55643.91537465231,55643.91537465231,722.6113223012733,722.6113223012733,722.6113223012733,722.6113223012733,722.6113223012733,722.6113223012733,0.0,0.0,0.0,56366.52669695358,66724.0
2020-07-02,56303.70412226345,10103.739092530033,124326.7313242456,56303.70412226345,56303.70412226345,16363.434287199794,16363.434287199794,16363.434287199794,16363.434287199794,16363.434287199794,16363.434287199794,0.0,0.0,0.0,72667.13840946325,50630.0
2020-07-03,56963.49286987459,-2865.4563011549526,119970.48564474014,56963.49286987459,56963.49286987459,-19.261126441397746,-19.261126441397746,-19.261126441397746,-19.261126441397746,-19.261126441397746,-19.261126441397746,0.0,0.0,0.0,56944.23174343319,50802.0
