ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
2020-03-05,2733.268860760275,-48448.45558821431,72386.06896122781,2733.268860760275,2733.268860760275,16363.43428719976,16363.43428719976,16363.43428719976,16363.43428719976,16363.43428719976,16363.43428719976,0.0,0.0,0.0,19096.703147960034,1291.0
2020-03-06,2995.0293407462455,-38772.60353549641,52491.791254405674,2995.0293407462455,2995.0293407462455,-19.261126435066817,-19.261126435066817,-19.261126435066817,-19.261126435066817,-19.261126435066817,-19.261126435066817,0.0,0.0,0.0,2975.768214311179,2031.0
2020-03-07,3256.7898207322146,-57762.6362502143,51989.255813153,3256.7898207322146,3256.7898207322146,-1649.4229586404454,-1649.4229586404454,-1649.4229586404454,-1649.4229586404454,-1649.4229586404454,-1649.4229586404454,0.0,0.0,0.0,1607.3668620917692,1759.0
2020-03-08,3518.550677707036,-47031.18674890494,57817.36804690775,3518.550677707036,3518.550677707036,-4246.297728842095,-4246.297728842095,-4246.297728842095,-4246.297728842095,-4246.297728842095,-4246.297728842095,0.0,0.0,0.0,-727.7470511350593,1201.0
2020-03-09,3780.3115346818554,-54030.25213583655,46782.25155734154,3780.3115346818554,3780.3115346818554,-8004.503712559996,-8004.503712559996,-8004.503712559996,-8004.503712559996,-8004.503712559996,-8004.503712559996,0.0,0.0,0.0,-4224.19217787814,906.0
2020-03-10,4042.0723916566767,-59640.450386847195,59230.24972263743,4042.0723916566767,4042.0723916566767,-3166.5600830532853,-3166.5600830532853,-3166.5600830532853,-3166.5600830532853,-3166.5600830532853,-3166.5600830532853,0.0,0.0,0.0,875.5123086033914,1190.0
2020-03-11,4303.833248631497,-53829.055251923965,53365.361453185025,4303.833248631497,4303.833248631497,722.611322322585,722.611322322585,722.611322322585,722.611322322585,722.611322322585,722.611322322585,0.0,0.0,0.0,5026.444570954081,1721.0
2020-03-12,4565.594105606318,-56556.78748178386,75207.41259486061,4565.594105606318,4565.594105606318,16363.434287202072,16363.434287202072,16363.434287202072,16363.434287202072,16363.434287202072,16363.434287202072,0.0,0.0,0.0,20929.028392808388,1373.0
2020-03-13,4827.354962581137,-50095.03032955201,62353.633150534864,4827.354962581137,4827.354962581137,-19.261126421354135,-19.261126421354135,-19.261126421354135,-19.261126421354135,-19.261126421354135,-19.261126421354135,0.0,0.0,0.0,4808.093836159784,1809.0
2020-03-14,5089.115819555959,-48938.77701172445,65466.39047155188,5089.115819555959,5089.115819555959,-1649.4229586486424,-1649.4229586486424,-1649.4229586486424,-1649.4229586486424,-1649.4229586486424,-1649.4229586486424,0.0,0.0,0.0,3439.6928609073166,1917.0
2020-03-15,5350.876676530779,-50488.07432534135,51790.3874214487,5350.876676530779,5350.876676530779,-4246.2977288024285,-4246.2977288024285,-4246.2977288024285,-4246.2977288024285,-4246.2977288024285,-4246.2977288024285,0.0,0.0,0.0,1104.5789477283506,1955.0
2020-03-16,5612.6375335056,-58339.77888566894,44752.669766799,5612.6375335056,5612.6375335056,-8004.503712569787,-8004.503712569787,-8004.503712569787,-8004.503712569787,-8004.503712569787,-8004.503712569787,0.0,0.0,0.0,-2391.8661790641872,1722.0
