Date,Real new cases,Pred new cases
2020-06-11,364.0,2567.9642907087127
2020-06-12,802.0,2248.9796283293217
2020-06-13,497.0,1651.605283309577
2020-06-14,390.0,427.65604464664193
2020-06-15,136.0,-403.4084870061963
2020-06-16,663.0,906.6920320783979
2020-06-17,488.0,-93.63739095440383
2020-06-18,586.0,2586.3483038140844
2020-06-19,787.0,2285.9081384462293
2020-06-20,619.0,1707.0782904498496
2020-06-21,343.0,501.6735487988003
2020-06-22,142.0,-310.8464858359623
2020-06-23,698.0,1017.7985302635195
2020-06-24,268.0,36.013604244456246
2020-06-25,255.0,2734.543796022419
2020-06-26,1263.0,2434.1036306606984
2020-06-27,448.0,1855.2737826663406
2020-06-28,-406.0,649.8690410080208
2020-06-29,645.0,-162.65099362305318
2020-06-30,441.0,1206.9196746480284
2020-07-01,990.0,266.060400800201
2020-07-02,539.0,3005.516244753495
2020-07-03,539.0,2746.00173156009
2020-07-04,358.0,2208.0975357339485
2020-07-05,11.0,1043.6184462613087
2020-07-06,1018.0,272.0240637953009
2020-07-07,454.0,1641.594732068438
2020-07-08,822.0,700.7354582204846
2020-07-09,444.0,3440.1913021764312
2020-07-10,715.0,3180.6767889807743
2020-07-11,251.0,2642.772593156654
2020-07-12,16.0,1530.5999629818257
2020-07-13,1423.0,811.3120398245972
2020-07-14,62.0,2233.1891674020967
2020-07-15,727.0,1344.636352861435
2020-07-16,569.0,4136.398656119605
2020-07-17,829.0,3929.190602232988
2020-07-18,163.0,3443.5928657111863
2020-07-19,4.0,2331.4202355328566
2020-07-20,1911.0,1612.132312383247
2020-07-21,595.0,3034.0094399581003
2020-07-22,921.0,2145.4566254137053
2020-07-23,1236.0,4984.342213279834
2020-07-24,1091.0,4824.2574439926575
2020-07-25,88.0,4385.782992074574
2020-07-26,0.0,3320.7336464957534
2020-07-27,2488.0,2648.5690079425112
2020-07-28,564.0,4117.569420125873
2020-07-29,1470.0,3276.1398901820976
2020-07-30,1389.0,6115.025478050222
2020-07-31,1308.0,5954.940708756459
2020-08-01,63.0,5516.466256839502
2020-08-02,3.0,4451.4169112614945
2020-08-03,3360.0,3803.1960823675477
2020-08-04,971.0,5296.140304202774
2020-08-05,1708.0,4478.654583913394
2020-08-06,1601.0,7341.483981436099
2020-08-07,2387.0,7205.343021801538
2020-08-08,70.0,6790.812379531548
2020-08-09,35.0,5749.706843616195
2020-08-10,4731.0,5101.4860147197005
2020-08-11,1414.0,6594.430236550289
2020-08-12,2598.0,5776.9445162631
2020-08-13,2678.0,8639.773913782334
2020-08-14,2923.0,8503.632954147997
2020-08-15,3210.0,8096.425917460333
2020-08-16,3003.0,7062.643987125136
2020-08-17,650.0,6421.746763814533
2020-08-18,2119.0,7922.01459122821
2020-08-19,3772.0,7111.852476523835
2020-08-20,4800.0,9982.005479622403
2020-08-21,5009.0,9853.188125577548
2020-08-22,3474.0,9445.981088887556
2020-08-23,4680.0,8412.199158550173
2020-08-24,1976.0,7771.301935241337
2020-08-25,3616.0,9271.569762651134
2020-08-26,287.0,8461.724623282214
2020-08-27,11203.0,11332.194601716357
2020-08-28,7641.0,11203.694222998152
2020-08-29,5460.0,10796.804161649243
2020-08-30,5366.0,9763.339206641465
2020-08-31,3113.0,9122.758958656608
2020-09-01,5104.0,10623.343761410802
2020-09-02,7113.0,9813.498622039755
2020-09-03,7122.0,12683.968600473963
2020-09-04,8834.0,12555.468221751753
2020-09-05,8594.0,12148.578160409199
2020-09-06,7016.0,11115.113212876679
2020-09-07,4266.0,10474.532972371797
2020-09-08,6738.0,11975.117782598783
2020-09-09,8619.0,11165.272650703764
2020-09-10,9762.0,14035.742636612957
2020-09-11,9509.0,13907.242265378656
2020-09-12,11337.0,13500.352211500765
2020-09-13,6345.0,12466.88726397143
2020-09-14,6396.0,11826.307023469486
2020-09-15,7826.0,13326.891833696513
2020-09-16,10191.0,12517.046701803369
2020-09-17,10239.0,15387.516687712618
2020-09-18,13233.0,15259.016329925285
2020-09-19,13560.0,14852.126289504713
2020-09-20,10536.0,13818.66135542701
2020-09-21,5539.0,13178.0811283757
2020-09-22,10084.0,14678.665952053037
2020-09-23,13291.0,13868.820833609387
2020-09-24,15850.0,16739.290832969007
2020-09-25,16104.0,16610.790475183032
2020-09-26,14220.0,16203.900434763458
2020-09-27,10635.0,15170.435500683572
2020-09-28,4299.0,14529.855273630877
2020-09-29,8005.0,16030.440098665898
2020-09-30,14366.0,15220.59498158251
2020-10-01,13051.0,18091.064982300588
2020-10-02,12436.0,17962.564625869014
2020-10-03,16488.0,17555.674586803743
2020-10-04,12504.0,16522.209654095604
2020-10-05,5639.0,15881.62942839482
2020-10-06,11310.0,17382.214253430728
2020-10-07,18953.0,16572.369136347614
2020-10-08,17402.0,19442.839137068335
2020-10-09,21088.0,19314.338780634516
2020-10-10,26677.0,18907.448740610886
2020-10-11,15937.0,17873.983806937966
2020-10-12,9212.0,17233.403580277645
2020-10-13,13626.0,18733.98840435246
2020-10-14,23002.0,17924.143286307906
2020-10-15,29757.0,20794.61328606867
2020-10-16,25632.0,20666.11292867741
2020-10-17,32104.0,20259.22288865727
2020-10-18,29837.0,19225.75795498071
2020-10-19,14289.0,18585.17772832292
2020-10-20,20376.0,20085.76255239508
2020-10-21,27422.0,19275.9174343504
2020-10-22,40813.0,22043.546295136282
2020-10-23,42837.0,21812.204798776802
2020-10-24,45265.0,21302.473619781707
2020-10-25,6616.0,20166.167547131347
2020-10-26,73010.0,19422.746181501567
2020-10-27,34482.0,20820.4898666072
2020-10-28,37550.0,19907.80360959129
2020-10-29,46612.0,22675.432470376578
2020-10-30,49474.0,22444.0909740131
2020-10-31,35070.0,21934.359795019132
2020-11-01,46179.0,20798.05372236673
2020-11-02,106091.0,19897.63865519013
2020-11-03,72601.0,21138.388638740216
2020-11-04,-46076.0,20068.708680170508
2020-11-05,57806.0,22679.343839404773
2020-11-06,60952.0,22291.008641489716
2020-11-07,86655.0,21624.283760941224
2020-11-08,38562.0,20330.983986736588
2020-11-09,21424.0,19430.56891955351
2020-11-10,22613.0,20671.31890310447
2020-11-11,36406.0,19601.638944535367
2020-11-12,32628.0,22212.274103771953
2020-11-13,24065.0,21823.938905851326
2020-11-14,31957.0,21157.214025302947
2020-11-15,27192.0,19863.914251096267
2020-11-16,10050.0,18963.499183920812
2020-11-17,45602.0,20204.249167469126
2020-11-18,28897.0,19134.569208896613
2020-11-19,20736.0,21745.204368133953
2020-11-20,23264.0,21356.869170216258
2020-11-21,17670.0,20690.144289669894
2020-11-22,13130.0,19396.844515461034
2020-11-23,5062.0,18496.42944828812
2020-11-24,9921.0,19737.17943183178
2020-11-25,16754.0,18667.499473261472
2020-11-26,13001.0,21278.134632501133
2020-11-27,12774.0,20889.799434581186
2020-11-28,12477.0,20223.074554031617
2020-11-29,9763.0,18929.77477982866
2020-11-30,4354.0,18029.359712647558
2020-12-01,8364.0,19270.109696198437
2020-12-02,14228.0,18200.429737626
2020-12-03,12787.0,20811.064896865722
2020-12-04,11511.0,20422.72969894714
2020-12-05,12882.0,19756.004818398567
2020-12-06,10949.0,18462.70504419342
2020-12-07,3411.0,17562.289977006225
2020-12-08,14037.0,18803.039960561095
2020-12-09,14675.0,17733.36000199086
2020-12-10,13872.0,20343.99516122452
2020-12-11,13489.0,19955.659963312068
2020-12-12,13947.0,19288.935082755055
2020-12-13,11533.0,17995.6353085531
2020-12-14,3192.0,17095.220241373532
2020-12-15,11655.0,18335.97022492535
2020-12-16,17720.0,17266.29026635539
2020-12-17,18398.0,19876.92542558911
2020-12-18,16005.0,19488.590227677
2020-12-19,17428.0,18821.86534712201
2020-12-20,12799.0,17528.56557291787
2020-12-21,5960.0,16628.150505740832
2020-12-22,11861.0,17868.900489290005
2020-12-23,15038.0,16799.220530720573
2020-12-24,21718.0,19409.855689953696
2020-12-25,20262.0,19021.520492037587
2020-12-26,3093.0,18354.795611490426
2020-12-27,8822.0,17061.495837277547
2020-12-28,3106.0,16161.080770104207
2020-12-29,11494.0,17401.83075365466
2020-12-30,26514.0,16332.150795085105
2020-12-31,20042.0,18942.785954312494
2021-01-01,19348.0,18554.45075639818
2021-01-02,3466.0,17887.72587585215
2021-01-03,12495.0,16594.4261016474
2021-01-04,4084.0,15694.011034467578
2021-01-05,20825.0,16934.76101801731
2021-01-06,25232.0,15865.081059446351
2021-01-07,21767.0,18475.716218679674
2021-01-08,19860.0,18087.381020763107
2021-01-09,20177.0,17420.65614021387
2021-01-10,15944.0,16127.356366015028
2021-01-11,3816.0,15226.94129883018
2021-01-12,,16467.691282379972
2021-01-13,,15398.011323811206
2021-01-14,,18008.646483041673
2021-01-15,,17620.31128512804
2021-01-16,,16953.58640458082
2021-01-17,,15660.286630379793
2021-01-18,,14759.871563197485
2021-01-19,,16000.621546744624
2021-01-20,,14930.941588176069
2021-01-21,,17541.57674740885
2021-01-22,,17153.241549493992
2021-01-23,,16486.516668947777
2021-01-24,,15193.216894739473
2021-01-25,,14292.801827556927
2021-01-26,,15533.551811109279
2021-01-27,,14463.871852537313
2021-01-28,,17074.507011773443
2021-01-29,,16686.171813854577
2021-01-30,,16019.446933309495
2021-01-31,,14726.147159104243
2021-02-01,,13825.73209192423
2021-02-02,,15066.482075473536
2021-02-03,,13996.802116902174
2021-02-04,,16607.437276140623
2021-02-05,,16219.10207822385
2021-02-06,,15552.377197667447
2021-02-07,,14259.077423471863
2021-02-08,,13358.662356287605
2021-02-09,,14599.41233983619
2021-02-10,,13529.732381266702
2021-02-11,,16140.367540505216
2021-02-12,,15752.032342584438
2021-02-13,,15085.307462034401
2021-02-14,,13792.007687836633
2021-02-15,,12891.592620654908
2021-02-16,,14132.34260420285
2021-02-17,,13062.662645631885
2021-02-18,,15673.297804864009
2021-02-19,,15284.962606949368
2021-02-20,,14618.237726401352
2021-02-21,,13324.937952196313
2021-02-22,,12424.522885018283
2021-02-23,,13665.272868565102
2021-02-24,,12595.592909996418
2021-02-25,,15206.2280692286
2021-02-26,,14817.892871309956
2021-02-27,,14151.167990763075
2021-02-28,,12857.868216566158
2021-03-01,,11957.453149380883
2021-03-02,,13198.20313293176
2021-03-03,,12128.523174360944
2021-03-04,,14739.158333595784
2021-03-05,,14350.823135680252
2021-03-06,,13684.098255136721
2021-03-07,,12390.798480925841
2021-03-08,,11490.383413744252
2021-03-09,,12731.133397294416
2021-03-10,,11661.453438725806
2021-03-11,,14272.08859795778
2021-03-12,,13883.75340004518
2021-03-13,,13217.028519493213
2021-03-14,,11923.728745285522
2021-03-15,,11023.31367811156
2021-03-16,,12264.06366165907
2021-03-17,,11194.383703086723
2021-03-18,,13805.018862324963
2021-03-19,,13416.68366441011
2021-03-20,,12749.958783860164
2021-03-21,,11456.659009650291
2021-03-22,,10556.243942470226
2021-03-23,,11796.99392602373
2021-03-24,,10727.313967451913
2021-03-25,,13337.949126692141
2021-03-26,,12949.6139287707
2021-03-27,,12282.889048221881
2021-03-28,,10989.589274012826
2021-03-29,,10089.174206837533
2021-03-30,,11329.924190388381
2021-03-31,,10260.24423181644
2021-04-01,,12870.879391056735
2021-04-02,,12482.54419313665
2021-04-03,,11815.819312583606
2021-04-04,,10522.519538382681
2021-04-05,,9622.104471196972
2021-04-06,,10862.854454751034
2021-04-07,,9793.174496181295
2021-04-08,,12403.809655415529
2021-04-09,,12015.474457497243
2021-04-10,,11348.749576945325
2021-04-11,,10055.44980274236
2021-04-12,,9155.03473556428
2021-04-13,,10395.784719115294
2021-04-14,,9326.104760546155
2021-04-15,,11936.739919777523
2021-04-16,,11548.404721866511
2021-04-17,,10881.67984131228
2021-04-18,,9588.380067115066
2021-04-19,,8687.964999931582
2021-04-20,,9928.714983477945
2021-04-21,,8859.03502491101
2021-04-22,,11469.670184144708
2021-04-23,,11081.334986227102
2021-04-24,,10414.610105680695
2021-04-25,,9121.31033147475
2021-04-26,,8220.89526429102
2021-04-27,,9461.645247844599
2021-04-28,,8391.965289275546
2021-04-29,,11002.600448503503
2021-04-30,,10614.26525058769
2021-05-01,,9947.54037004765
2021-05-02,,8654.240595839514
2021-05-03,,7753.825528658329
2021-05-04,,8994.575512207257
2021-05-05,,7924.895553637116
2021-05-06,,10535.530712870686
2021-05-07,,10147.195514956959
2021-05-08,,9480.470634404137
2021-05-09,,8187.170860204284
2021-05-10,,7286.755793020926
2021-05-11,,8527.50577656991
2021-05-12,,7457.82581800165
2021-05-13,,10068.460977235272
2021-05-14,,9680.125779317552
2021-05-15,,9013.400898771088
2021-05-16,,7720.101124569049
2021-05-17,,6819.686057388235
2021-05-18,,8060.436040936569
2021-05-19,,6990.756082366833
2021-05-20,,9601.391241599866
2021-05-21,,9213.0560436835
2021-05-22,,8546.331163134275
2021-05-23,,7253.031388928732
2021-05-24,,6352.616321751605
2021-05-25,,7593.3663052992215
2021-05-26,,6523.686346727751
2021-05-27,,9134.321505964454
2021-05-28,,8745.986308044094
2021-05-29,,8079.261427501225
2021-05-30,,6785.961653298582
2021-05-31,,5885.5465861149805
